,5,CA.RSSAL,Physical File to write sales information,,,,,,,,,,,,,,
Error,3,CA.SLRGN,Sales Regions File,,,,,,,,,,,,,,
Error,2,CA.SMAN,Salesman Master File,,CASMANJ2,,,,,X,,,,,,,
Error,2,CA.SMAN,Salesman Master File,,CALOCNJ,,,,, ,,,,X,,,
Error,2,CA.SMGR,Salesman Manager File,,BUD85,,,,,,,,,X,,,
Error,2,CA.SMOP,Salesman Manager Self override %,,,,,,,,,,,,,,
Error,2,CA.SOVR,Sales Override File,,,,,,,,,,,,,,
,5,CA.TRACT, ,,,,,,,,,,,,,,
,5,CA.TRAUD, ,,,,,,,,,,,,,,
,5,CA.TRCK,Trust Remittance Check Entry File,,,,,,,,,,,,,,
,5,CA.TRDAT, ,,,,,,,,,,,,,,
?,3,CA.WCASH,WEEKLY CASH RECEIPT FILE ,,,,,,,,,,,,,,
Error,3,CA.WCSUM,Cash Receipts History Detail,,,,,,,,,,,,,,
Error,3,CA.WTRST,External Description For File CA.WTRST,,CATERNP,,,,,,,X,,,,,
,5,CA101P,Cash by Product Type Work File,,,,,,,,,,,,,,
,5,CAADVDP,Advance/Draw file,,,,,,,,,,,,,,
,3,CAAGERC,Aging Reconciliation Detail File,,LETRTAGP,,,,,,,,,,,X,
,3,CAAGERS,MULTI-MBR AGEING RECONCILIATION FILE - SUMMARY,,RPLOGP,,,,,,,,,,,X,
,5,CAAGEWKP,Aging Work File for Deferred Interest,,,,,,,,,,,,,,
,2,CAASMNP,Additional Salesman File,,SALEAP,,,,,,,,,X,,,
,5,CABCOMP,Base Commission Rates Grid,,,,,,,,,,,,,,
,4,CACAJFP,Commission Adjustment Facility File.,,,,,,,,,,,,,,
,5,CACALNP,*** File Used By Rumba to send File From CC/mail,,,,,,,,,,,,,,
,5,CACANHP, ,,,,,,,,,,,,,,
,5,CACCHGP,New Orleans - Counselor File Changes,,,,,,,,,,,,,,
,1,CACITMP,Contract Item File,,CINVP,,,,,X, ,X,,,,,
,1,CACITMP,Contract Item File,,GLTRANP,,,,, ,X,,,,,,
,1,CACITMP,Contract Item File,,SALEIP,,,,, , ,,,X,,,
,1,CACITMP,Contract Item File,,CAAGERS,,,,, , ,,, ,,X,
,5,CACOEX,Commission Exception file,,,,,,,,,,,,,,
,3,CACOMTP,Commission Statement Comment File,,,,,,,,,,,,,,
,5,CACONMP,*** Sent by Jeff to Update Reserves for SMGR,,,,,,,,,,,,,,
,5,CACURRP,TRILOGY - Current Master files,,,,,,,,,,,,,,
,5,CACURXP,TRILOGY - Current Master files - (work),,,,,,,,,,,,,,
,2,CACXADP,Add contracts to CMST from cancellation,,,,,,,,,,,,,,
,5,CADEADP,TRILOGY - Dead End Managers,,,,,,,,,,,,,,
,5,CADFRV, ,,,,,,,,,,,,,,
,3,CADLSM,Delinquency Summary File,,CHTRANP,,,,,,,,,,,X,
,3,CAFCANCL,cancelled funeral home contracts,,,,,,,,,,,,,,
,5,CAFEEDP,Weekly Feed,,,,,,,,,,,,,,
,5,CAFREF,CARLIB Field Reference File,,,,,,,,,,,,,,
,3,CAGLMSP,GL Master file - Vancouver Chart of Accounts,,CMSTP,,,,,,X,,,,,,
,5,CAHPRDP,Historical transactions - Product data,,,,,,,,,,,,,,
,5,CAHTRNP,Historical transactions - Credit data,,,,,,,,,,,,,,
,5,CAHWRKP,Work file for all recds to be processed for His Pr,,,,,,,,,,,,,,
,4,CAIMITP,Items removed due to imputed interest,,,,,,,,,,,,,,
,5,CAIPPCP,*** Complete Couselor file used for editing all sm,,,,,,,,,,,,,,
,5,CAIPWKP,*** Receives Input from NOAPYYMMDD also Cycle file,,,,,,,,,,,,,,
,5,CALCNNP,Location information - TRILOGY request,,,,,,,,,,,,,,
,5,CALPTP,Location/Product Type Level Information,,,,,,,,,,,,,,
,5,CAMDINP,Maryland interest output file,,,,,,,,,,,,,,
,5,CAMITMP,MARKETING ITEMS FILE ,,,,,,,,,,,,,,
,5,CAMPRVP, ,,,,,,,,,,,,,,
,3,CANCCVP,Non-Commissionable Product Types (Combined Vol),,,,,,,,,,,,,,
,5,CANOWKP,*** Data Definition File for NOAPYYMMDD From N/O,,,,,,,,,,,,,,
,4,CANPRINT,Contains customer cancellations rpt gen by CMX11,,,,,,,,,,,,,,
,2,CAOVRDP,Sales Override Detail file,,,,,,,,,,,,,,
,4,CAPOLIP,*** Policy Master Physical,,,,,,,,,,,,,,
,2,CAREGNP,Region File,,CSEVENTP,,,,,X,,,,,,,
,4,CAREGNP.12,Region File as of end of 2012. Backup before new,,,,,,,,,,,,,,
,5,CASALHP, ,,,,,,,,,,,,,,
,5,CASHAUD,Field Transmission cash batch audit,,,,,,,,,,,,,,
,5,CASHF, ,,,,,,,,,,,,,,
,4,CASKOHLTR,OH Casket Letter Send File (JB),,,,,,,,,,,,,,
,2,CASMCGP,Salesman Manager File,,CUTRNP,,,,,,,,,X,,,
,5,CASMTLP,Salesman Manager Title Text File,,,,,,,,,,,,,,
,3,CASPORP,Special Override Percentage File,,,,,,,,,,,,,,
,4,CATAUDP,Trust Earnings Audit file for Reversals,,,,,,,,,,,,,,
,3,CATERNP,Trust Earnings Entry File,,CATAUDP,,,,,,,X,,,,,
,4,CATREXP, ,,,,,,,,,,,,,,
,5,CATRPTP,Trilogy equivalent Product Types,,,,,,,,,,,,,,
,4,CATSRV, ,,,,,,,,,,,,,,
,3,CATTYPP,Trust Type Table,,,,,,,,,,,,,,
,5,CATV01P,Telemarketing Lead Verification Contract Hold File,,,,,,,,,,,,,,
,3,CAUORP,Upgrade opportunity file,,SCOMMP,,,,,,,,,X,,,
,5,CAVADR,Vancouver Counselor Address File,,,,,,,,,,,,,,
,5,CAVCSHP,Vacouver Cash Posting File,,,,,,,,,,,,,,
,4,CAVENHP,Sales Volume Enhancement % file,,,,,,,,,,,,,,
,4,CAVTYPP,Combined Volume Type file,,,,,,,,,,,,,,
,5,CAWKFTP,*** File Used By Rumba to send File From CC/mail,,,,,,,,,,,,,,
,5,CAWRK1P,Work file- Trilogy Location,,,,,,,,,,,,,,
,5,CAWRK2P,Work file- Trilogy Query,,,,,,,,,,,,,,
,5,CAWRK3P,Work file- Trilogy Plan,,,,,,,,,,,,,,
,5,CAWRKIP,Input file for Trilogy Override Load,,,,,,,,,,,,,,
,3,CCPAYOFFP,Payoff Report - Work File,,,,,,,,,,,,,,
,2,CEREMP,Payroll Employee Master File,,CASMANJ1,,,,,,,,,X,,,
,3,CEREMPHIST,Historical Payroll Employees as of 4/2015,,,,,,,,,,,,,,
,2,CEREMPIMP,Paychex Employee Master Import File,,,,,,,,,,,,,,
,2,CERLOPSP,Ceridian Employee Location/PSID Cross Reference,,,,,,,,,,,,,,
,5,CHLP,Commission Plan File,,,,,,,,,,,,,,
,1,CHSTP,Contract History Transaction Table,,CMX17P,,,,,,,,,,,X,
,2,CHTRANP,Payment Type Table,,,,,,,,,,,,,,
,3,CINVDBP,Serviceable Month-End Membered Inventory File,,CSTRANP,,,,,,X,,,,,,
,1,CINVP,Serviceable Item Inventory File,,CACITMJ1,,,,,X,,,,,,,
,1,CINVP,Serviceable Item Inventory File,,CINVDBP,,,,, ,X,,,,,,
,4,CMAUDIP,Customer Master Audit Item File,,,,,,,,,,,,,,
,3,CMEFFP,Contract Effective Date File,,SMACTP,,,,,,,,,X,,,
,4,CMGREP,Contract Audit Work File,,,,,,,,,,,,,,
,3,CMITMCHGP,Item change program control file,,,,,,,,,,,,,,
,5,CMITMERRP,Contract item error log,,,,,,,,,,,,,,
,3,CMITMLOGP,Contract item change log,,,,,,,,,,,,,,
,4,CMNEWEOL,Loewen Factored Contracts - Used by JB ss,,,,,,,,,,,,,,
,5,CMSTL002P,Work file for CMSTL002S Stored Procedure,,,,,,,,,,,,,,
,5,CMSTL003P,Work file for CMSTL003S Stored Procedure,,,,,,,,,,,,,,
CACMST,1,CMSTP,Contract Master,,,,,,,X,,,,,,,
CACMST,1,CMSTP,Contract Master,,BUD85,,,,, ,X,,,,,,
CACMST,1,CMSTP,Contract Master,,CATTYPP,,,,, , ,X,,,,,
CACMST,1,CMSTP,Contract Master,,SALEDP,,,,, , , ,,X,,,
CACMST,1,CMSTP,Contract Master,,CA.CCTK,,,,, , , ,, ,,X,
,1,CMSTSBP,Contract Detail Sub-Location.,,MLMTRXP,,,,,,X,,,,,,
,4,CMSTUPDP,Customer (NEP) Transaction File,,,,,,,,,,,,,,
,5,CMX11S,CMX11S Account Print Work File,,,,,,,,,,,,,,
,3,CMX17P,Delinquent Review File,,,,,,,,,,,,,,
,5,CMX41W1,Work file for CMX41W,,,,,,,,,,,,,,
,5,CMX43W1P,Salesman & weekly commission work file,,,,,,,,,,,,,,
,5,CMX43W2P,Salesman & weekly commission work file,,,,,,,,,,,,,,
,5,CMX460FL,Work file for Rewrite Credit Discrepancy,,,,,,,,,,,,,,
,5,CMX56, ,,,,,,,,,,,,,,
,5,CMX77P,Trust Analysis Report,,,,,,,,,,,,,,
,5,CMX85VTITL,Annual Volume Bonus Report Headings,,,,,,,,,,,,,,
,4,CMX86HDP,Sales Mgt Report Headings - Title File,,,,,,,,,,,,,,
,4,CMX86P,Sales Reporting Detail File,,,,,,,,,,,,,,
,5,CMX94AF,Sales by zip code download file-at need,,,,,,,,,,,,,,
,5,CMX94PF,Sales by zip code download file-pre need,,,,,,,,,,,,,,
,5,CMX96,Work File For CMX96,,,,,,,,,,,,,,
,3,CMXBUDP,CMX86 Monthly Budget File,,CSEVENTP,,,,,,X,,,,,,
,3,CMXBUDP,CMX86 Monthly Budget File,,SLSRMKP,,,,,, ,,,X,,,
,2,COMMCALCP,Commission Calculation Methods File,,,,,,,,,,,,,,
,2,COMMNXTPP,Next Commission Plan Update Log,,,,,,,,,,,,,,
,2,COMMPDRP,Commission Rates By Plan,,,,,,,,,,,,,,
,2,COMMPLNP,Commission Plan Master File,,,,,,,,,,,,,,
,3,COMMSLGP,Sales Entry Commission Log,,,,,,,,,,,,,,
,2,COMMTMRP,Commission Rates By Terms,,,,,,,,,,,,,,
,2,COMMTP,Comission Plan Tier Group File,,,,,,,,,,,,,,
,5,COMPCT,Percentage for commissions (CMX22R),,,,,,,,,,,,,,
,3,CORPSTRP1,Corporate Structure Location Rollup (flattened),,,,,,,,,,,,,,
,3,CORPSTRP2,Corporate Structure Location Authority (~USERLOCP),,CASMANL5,,,,,X,,,,,,,
,3,CORPSTRP3,Corporate Structure Location Authority-Addl Perm,,,,,,,,,,,,,,
CACOST,1,COSTP,Item Cost Master Table,,,,,,,X,,,,,,,
CACOST,1,COSTP,Item Cost Master Table,,CACITMP,,,,, ,X,,,,,,
CACOST,1,COSTP,Item Cost Master Table,,CHSTP,,,,, , ,X,,,,,
CACOST,1,COSTP,Item Cost Master Table,,,,,,, , , ,,X,,,
,5,CR0013P,Credit Worksheet Control Table,,,,,,,,,,,,,,
,2,CRCRMKP,Contract Remarks File,,CR0013P,,,,,,,,,,,X,
,5,CS0002P,Unserviced Items Report Work O/P File,,,,,,,,,,,,,,
,5,CS0003P,Unserviced Items on @ Need Cont (Postpone Log),,,,,,,,,,,,,,
,5,CS0004P,Unserviced Items on @ Need Cont (Service Workf),,,,,,,,,,,,,,
,5,CS0005P,Unserviced Items Options for CS0003D,,,,,,,,,,,,,,
,2,CSEVENTP,Contract Servicing Events File,,,,,,,,,,,,,,
,3,CSIDTYPEP,Interment Deceased Type Table,,,,,,,,,,,,,,
,3,CSIINTERP,Cemetery Space Inventory - Interments Tab le,,,,,,,,,,,,,,
,3,CSIMASKP,Masks Table,,,,,,,,,,,,,,
,3,CSIORIENTP,Interment Orientation Table,,,,,,,,,,,,,,
,3,CSISEGMNTP,Segment Master Table,,,,,,,,,,,,,,
,3,CSISPACEP,Cemetery Space Inventory-Grave/Space table,,,,,,,,,,,,,,
,3,CSISSTYPEP,Space Type Master Table,,,,,,,,,,,,,,
,3,CSISTATUSP,Space Status Master Table,,,,,,,,,,,,,,
,5,CSISTATUSX,One shot for status p update,,,,,,,,,,,,,,
,3,CSISTYPEP,Space Type Master Table,,,,,,,,,,,,,,
,3,CSIVAULTP,Interment Vault Table,,,,,,,,,,,,,,
,2,CSTRANP,Contract Servicing - Transaction File,,CSEVENTP,,,,,,,,,,,,
,2,CSTRANP,Contract Servicing - Transaction File,,DBAPAQ,,,,,,X,,,,,,
,3,CTTABLEP,Customer Transaction - Valid Transaction Types,,,,,,,,,,,,,,
,2,CTTRANP,Customer Transactions Repository,,CTTABLEP,,,,,,,,,,,X,
,3,CUACT1P,Telemarketing Activity Master (Level 1 File),,,,,,,,,,,,,,
,2,CUSTA,Last Used Customer Number for CUSTP,,,,,,,,,,,,,,
Errant Dup entry,5,*CUSTJP,duplicate,,,,,,,,,,,,,,
,2,CUSTNOTEP,Customer Notes,,,,,,,,,,,,,,
,2,CUSTJP,Customer/Prospect journal file(internal non AS400),,,,,,,,,,,X,,,
,2,CUSTP,Customer/Prospect Table,,CASMANL6,,,,,X,,,,,,,
,2,CUSTP,Customer/Prospect Table,,CA.LOTR,,,,, , ,X,,,,,
,2,CUSTP,Customer/Prospect Table,,CASMANJ2,,,,, , , ,,X,,,
,2,CUSTP,Customer/Prospect Table,,CMSTP,,,,, , , ,, ,,X,
,3,CUTRNP,Customer Transaction File,,,,,,,,,,,,,,
,5,CUTRULP,Cust/Prospect Activity Transaction Upload File,,,,,,,,,,,,,,
,5,DATABASE,TRANSMISSION DATA DICT. Field Reference File,,,,,,,,,,,,,,
,1,DATECAM,Current Accounting Month (CCYYMM),,,,,,,,,,,,,,
,1,DATECBD,Current Business Date (CCYYMMDD),,,,,,,,,,,,,,
,1,DATECPD,Current Payroll (Period Ending) Date (CCYYMMDD),,,,,,,,,,,,,,
,3,DAYS,# of days to keep translation records,,,,,,,,,,,,,,
,3,DBAPAI,PHYSICAL FILE APCDISTRIB,,,,,,,,,,,,,,
,3,DBAPAQ,PHYSICAL FILE APCINVOICE,,DBAPAI,,,,,,X,X,,,,,
,3,DBAPCVD,APCDISTRIB,,,,,,,,,,,,,,
,3,DBAPCVI,APCINVOICE,,DBAPCVD,,,,,,X,X,,,,,
,3,DBFBBU,Lawson Budget File Sub-set,,DBIFGAR2,,,,,,X,,,,,,
,3,DBFBBU,Lawson Budget File Sub-set,,CUSTJP,,,,,, ,,,X,,,
,3,DBFBBU.PY,Carlib Budget File-Prior Year Records<2004;GLNIGHT,,DBIFGCR1,,,,,,X,,,,,,
,3,DBFBBU.PY,Carlib Budget File-Prior Year Records<2004;GLNIGHT,,,,,,,, ,,,X,,,
,3,DBGLGTR,GLTRANSREL -Old DBGLIO- Transaction Conversion,,DBIFGCR2,,,,,,X,,,,,,
,5,DBGLREF, ,,,,,,,,,,,,,,
,3,DBIFGAR,GLACCTREL -Old DBIFAT- Account Relationships,,DBIFGCR3,,,,,,X,,,,,,
,3,DBIFGCR,GLCOMPREL -Old DBIFOG- Organization Relationships,,DSSITMQP,,,,,,X,,,,,,
,3,DEFDAYS,Default number of days and last day run for statem,,,,,,,,,,,,,,
,4,DELINQ,Delinquency Notices - Last runs end date -mmddyy,,,,,,,,,,,,,,
,4,DLQFRQP,Delinquency Report Frequency File,,,,,,,,,,,,,,
,5,DLQWRKP,Delinquency Summary Report Work File,,,,,,,,,,,,,,
,5,DS100P,A/R Delinquecny Report Work File (Regional Sup),,,,,,,,,,,,,,
,5,DS101P,A/R Delinquecny Report Work File (Collector),,,,,,,,,,,,,,
,5,DS110P0,Work File For 90 Day Exception Report,,,,,,,,,,,,,,
,5,DS130P,Work File For 50 Worst Location Report,,,,,,,,,,,,,,
,3,DSSATTRP,DSS-Attributes of Folders and Documents,,,,,,,,,,,,,,
,3,DSSCFGATP,DSS Config-Attibutes,,,,,,,,,,,,,,
,3,DSSCFGDBP,DSS Config-Databases,,,,,,,,,,,,,,
,3,DSSCFGTPP,DSS Config-Document Types,,,,,,,,,,,,,,
,3,DSSDOCFLP,DSS-Folders and Documents,,,,,,,,,,,,,,
,4,DSSITMQP,DSS-Item Queue,,,,,,,,,,,,,,
,3,DSSNOTEP,DSS-Notes of Folders and Documents,,,,,,,,,,,,,,
,3,DSSTRANP,DSS-Transaction Log,,,,,,,,,,,,,,
,3,EFFPCT,PCT to use to see if Contract is 'EFFECTIVE',,,,,,,,,,,,,,
,3,EFFPCTRP,PCT to use to see if Contract is 'EFFECTIVE' (RP),,,,,,,,,,,,,,
,5,EMAILCCA,Email Address For Credit & Collections,,,,,,,,,,,,,,
,3,ENTMRGP,Entity Merge - Input File,,,,,,,,,,,,,,
,2,EVENTIDA,Last Used Event Id Number,,,,,,,,,,,,,,
,5,EVFEVENT, ,,,,,,,,,,,,,,
,3,EX100P0,Exception File For A/R Summary Reports,,,,,,,,,,,,,,
,2,GLACTP,GL Account File used by @RTVGLAR,,CMSTSBP,,,,,,X,,,,,,
,2,GLDRIVEP,CARLIB GL Driver Table,,PTRANP,,,,,,X,,,,,,
,2,GLTRANP,GL Transaction Log Table,,GLXLAHFL,,,,,,X,,,,,,
,5,GLXDUPP,Dup of GL Translation work file,,,,,,,,,,,,,,
,5,GLXJRNP,TEMP file for captured journal number,,,,,,,,,,,,,,
,3,GLXLAHFL,Translation Header file,,,,,,,,,,,,,,
,3,GLXLATFL,Translation work file from GL25,,,,,,,,,,,,,,
,2,HSTRNP,"Sales Transaction History - Loc, Bloc, Slsmn, Date",,,,,,,,,,,,,,
,5,II9001P,Imputed Interest CHange Work File,,,,,,,,,,,,,,
,3,IMPINTA,Imputed Interest percent,,,,,,,,,,,,,,
Standalone,3,IMPINTP,Imputed interest rates by year.,,CA.PDTYP,,,,, ,X,,,,,,
,5,IMPINTP2,Imputed interest (CMX503R) outfile monthly data,,,,,,,,,,,,,,
,4,INTEGA, ,,,,,,,,,,,,,,
,5,INTEGC11E,Integrity Check #11-Exclusion File-Units issue,,,,,,,,,,,,,,
,5,INTEGC11P,Integrity Check #11 -Check CACITMP<>CINVP Units,,,,,,,,,,,,,,
,5,INTEGC6P1,Integrity Check #6-Exclusion File-known issues,,,,,,,,,,,,,,
,5,INTEGC7P,Integrity Check #7- BLOC and G/L reconciliation,,,,,,,,,,,,,,
,5,INTEGC9P,Outfile for integ9 check,,,,,,,,,,,,,,
,3,INVOICE#A,Invoice # data area,,,,,,,,,,,,,,
,5,IRB00P,Interest Rebate Report Work File,,,,,,,,,,,,,,
,5,IRB01P,Interest Rebate Potential Upgrades File,,,,,,,,,,,,,,
,4,ITEMGRP,Item Description Grouping,,,,,,,,,,,,,,
,5,ITEMTRSTP,Create item trust file in QTEMP,,,,,,,,,,,,,,
,3,JRNL,Next Journal Sequence Number for Translation,,,,,,,,,,,,,,
,5,LDTOT, ,,,,,,,,,,,,,,
,3,LETRSB,Collection Letters - Bilingual,,,,,,,,,,,,,,
,3,LETRSE,Collection Letters - English,,,,,,,,,,,,,,
,3,LETRTAGP,Letters tags and data,,TA0001P,,,,,,,,,,,X,
,5,LGP01P, ,,,,,,,,,,,,,,
,5,LIAB03P,Sales by zip code download file-at need,,,,,,,,,,,,,,
,5,LIBFILE, ,,,,,,,,,,,,,,
,3,LOCNACQP,Location Acquisition Master File,,,,,,,,,,,,,,X
,2,LOCNSBP,Sub-Location Master,,CAGLMSP,,,,,,X,,,,,,
,2,LOCTYPP,Location Type,,,,,,,,,,,,,,
,3,LOEX,Location Exclusion from Paid-Thru Update,,CUSTNOTEP,,,,,,,,,,,X,
,5,LTEX,Location Exclusion for Letter 11,,,,,,,,,,,,,,
,3,LTEXA,Letter blocking file  - by RRN,,,,,,,,,,,,,,
,5,LTR001P,Letter file,,,,,,,,,,,,,X,
,5,LTR002P,Letter Control File,,,,,,,,,,,,,X,
,5,MCOCNT,PC Download Open Contract File,,,,,,,,,,,,,,
,5,ML0003P,Inventory Adjustment work file,,,,,,,,,,,,,,
,5,ML0070P,Application Report Primer selections,,,,,,,,,,,,,,
,5,ML0071P,Application programs,,,,,,,X,,,,,,,
,4,MLCASHP,Merch Liab - cash receipts staging,,,,,,,,,,,,,,
,4,MLCLSGP,Merchandise Liability - Cancelation Staging File,,,,,,,,,,,,,,
,4,MLDELVP,Merchandise Liability - Delivery Staging file,,,,,,,,,,,,,,
,4,MLISTGP,Merchandise Liability - Inventory Staging File,,,,,,,,,,,,,,
vaults & caskets & CINVP,2,MLMINVP,Merchandise Liability - Master inventory File,,,,,,,,,,,,,,
Driver - CINVP (unit trans level),2,MLMPSTP,Merchandise Liability - Matrix Poster File,,,,,,,,X,,,,,,
,2,MLMTRXP,Merchandise Liability - Matrix Master File,,GLXLATFL,,,,,,X,,,,,,
,4,MLPURCP,Merchandise Liability - Purchase Staging file,,,,,,,,,,,,,,
,3,MLSIMUP,MLSIMUP,,,,,,,,,,,,,,
,4,MLSLSGP,Merchandise Liability - Sales Staging File,,,,,,,,,,,,,,
,4,MLTRSTP,Merchandise Liability - Trust Staging File,,,,,,,,,,,,,,
,4,MLTSRVP,Upload file for CINVP items to be serviced,,,,,,,,,,,,,,
,2,MLXREFP, MERCHANDISE LIABILITY SYSTEM   Inventory XREF File       ,,,,,,,,,,,,,,
,2,MOACTRNP,Marker Order Comments and Activity Transactions,,,,,,,,,,,,,,
,2,MOACTVMP,Marker Order Activity Master Table,,,,,,,,,,,,,,
,2,MODETLP,Marker Order Detail Table,,,,,,,,,,,,,,
,2,MOHEDRP,Marker Order Header Table,,,,,,,,,,,,,,
,3,MOHLOGP,Marker Order Header Change Log,,,,,,,,,,,,,,
,2,MOSVCACTP,MOTS - Service Activity Transaction,,,,,,,,,,,,,,
,2,MOSVCLOGP,MOTS - Service Log,,,,,,,,,,,,,,
,2,MOTABLP,Marker Order Control Table,,,,,,,,,,,,,,
,3,MOTSTRKNBR,MOTS Next Marker Tracking Number,,,,,,,,,,,,,,
,5,NPRSLMP,Non-Producing Salesperson Report - work file,,,,,,,,,,,,,,
,5,NPRSLMP1,Non-Producing Salesperson Report - work file,,,,,,,,,,,,,,
,5,ONE02059F,Contract numbers to be changed,,,,,,,,,,,,,,
,5,ONE02059F1,File/Fields to be changed,,,,,,,,,,,,,,
,5,ONE02059F2,Errors in ONE02059R,,,,,,,,,,,,,,
,5,ONE02079P2,"Trust Activity Detail-Loc,Cont,Trst,Date,Seq,Tran",,,,,,,,,,,,,,
,5,ONE02512P2, ,,,,,,,,,,,,,,
,5,ONE02512P3, ,,,,,,,,,,,,,,
,5,ONE02551P, ,,,,,,,,,,,,,,
,5,ONE1769PX, ,,,,,,,,,,,,,,
,5,ONE2496P1, ,,,,,,,,,,,,,,
,5,ONERECP,Single dummy record for SQL usage,,,,,,,,,,,,,,
,2,PAY001CP,Payroll Interface Time Data Control,,,,,,,,,,,,,,
,2,PAY001P,Payroll Interface Time Data Export,,,,,,,,,,,,,,
,2,PAY001TP,Payroll Interface Time Data Export (Ceridian Fmt),,,,,,,,,,,,,,
,5,PAY003A,Payroll Interface - WCOMMP Change Date,,,,,,,,,,,,,,
,2,PAY003P,Payroll Interface - Finder of Smen with Errors,,,,,,,,,,,,,,
,3,PAY005P,Payroll Interface - WCOMMP Archive,,,,,,,,,,,,,,
,3,PAY009P,Payroll Interface - WCOMMP Variance,,,,,,,,,,,,,,
,3,PAY010P,Payroll Interface - WCOMMP Auto Correction/Archive,,,,,,,,,,,,,,
,3,PAY012NP,New Employee Designation,,,,,,,,,,,,,,
,3,PAY012TP,Termed Employee Designation,,,,,,,,,,,,,,
